"KEY","KIND","COMMENT","ARGUMENTS","ENG","FR","ES"
"00-006-00018","ERROR","Means that argument 'path' was set but not a valid path","{0} = Argument name; {1} = Argument path value; {2} = function name","Argument '{0}': The 'path' was set but not a valid directory \n\t Current value = {1} \n\t Function = {2}","",""
"00-006-00019","ERROR","Means that we have a 'file' or 'files' argument (in dtype) but files was not set","{0} = Argument name; {1} = function name","Argument '{0}': dtype was set to 'file' or 'files' but the 'files' argument was not set \n\t Function = {1}","",""
"00-006-00020","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"00-007-00000","ERROR","Dev Error: Recipe Definition Error","None","Dev Error: Recipe Definition Error","",""
"00-007-00001","ERROR","Means that no recipe was found (recipe defintion name did not match the name given to input_setup","{0} = recipe name","No recipe named '{0}'","",""
"00-007-00002","ERROR","Means that 'inputdir' was not one of the required values (i.e. 'RAW', 'REDUCED', or 'TMP')","{0} = kind of dir; {1} = current value of dir (from recipe definition)","Problem with recipe definition: '{0}' directory must be either 'RAW', 'REDUCED', or 'TMP' \n\tCurrent value is='{1}'","",""
"","","","","","",""
"","","","","","",""
"00-008-00000","ERROR","Dev Error: File/Path errors","None","Dev Error: File Definition Error","",""
"00-008-00001","ERROR","Means that package name was invalid for function","{0} = package name; {1} = function name","Package name = '{0}' is invalid (function = {1})","",""
"00-008-00002","ERROR","Means that the data folder does not exist","{0} = directory name; {1} = path; {2} = function name","Directory '{0}' does not exist in '{1}'. \n\t function = {2}","",""
"00-008-00003","ERROR","Means that wrong format was given for fits read function","{0} = filename; {1} = given format; {2} = list of allowed formats; {3} = function name","Read Error: For file '{0}' format='{1}' is incorrect. \n\t Allowed formats are: {2} \n\t function = {3}","",""
"00-008-00004","ERROR","Means that 'outfunc' was not set but 'construct_filename' was called","{0} = Drs file instance; {1} = function name","File definition error: 'outfunc' must be set in file definition. \n\t File = {0} \n\t Function = {1}","",""
"00-008-00005","ERROR","Means that drs file does not have database name set","{0} = drs fits filename; {1} = valid database names; {2} = function name","Database name not set for DrsFitsFile='{0}'  \n\t Must be {1} \n\t function = {2}","",""
"00-008-00006","ERROR","Means that drs file does not have valid database name","{0} = drs fits filename; {1} = current database value; {2} = valid database names; {3} = function name","Database name invalid for DrsFitsFile='{0}' (value='{1}') \n\t Must be {2} \n\t function = {3}","",""
"00-008-00007","ERROR","Means that drs file does not have database key set","{0} = drs fits filename; {1} = function name","Database key not set for DrsFitsFile='{0}'  \n\t function = {1}","",""
"00-008-00008","ERROR","Means that there was a unit conversion error","{0} = error message; {1} = function name","Unit Conversion Error: {0} \n\t Function = {1}","",""
"00-008-00009","ERROR","Means that there was another unit error","{0} = error type; {1} = error message; {2} = function name","{0}: {1} \n\t Function = {2}","",""
"00-008-00010","ERROR","Means that the time units given were not supported","{0} = time unit; {1} = function name","Time unit = '{0}' not supported. \n\t Must be 'hours' or 'days' or a astropy.unit time quantity. \n\t Function = {1}","",""
"00-008-00011","ERROR","Means that no file was found in that matched a file_definition","{0} = filetype; {1} = file defintion function; {2} = function name","No file of filetype '{0}' in function {1} \n\t Function = {2}","",""
"00-008-00012","ERROR","Means that the cavity file was not found (when trying to load it)","{0} = absolute file path; {1} = function name","No cavity file found. File = {0}. \n\t Function = {1}","",""
"00-008-00013","ERROR","Means that filename was not set for drsfile.npyfile","{0} = function name","NpyFile must have filename set. \n\t Function = {0}","",""
"00-008-00014","ERROR","Means that data is not set for drsfile.npyfile","{0} = filename; {1} = function name","NpyFile must have data set. \n\t Filename = {0} \n\t Function = {1}","",""
"00-008-00015","ERROR","Means there was a problem reading data for drsfile.npyfile","{0} = filename; {1} = function name","NpyFile could not read file. \n\t Filename = {0} \n\t Function = {1}","",""
"00-008-00016","ERROR","Means that ‘add_output_file’ was used by outfile has no attribute ‘output_dict’ and therefore cannot be added to output_files","{0} = outfile name; {1} = function name","Output file = {0} has no attribute ‘output_dict’ and therefore cannot be added to output_files. \n\t Function = {1}","",""
"00-008-00017","ERROR","Means that construct file infile was not suitably defined (must have infile set)","{0} = current drs file kind; {1} = required drs file kind; {2} = constructed filename; {3} = function name","'infile' is not valid. Current infile='{0}' required infile='{1}' \n\t Constructed filename = {2} \n\t Function = {3}","",""
"00-008-00018","ERROR","Means that we could not load npy file","{0} = error type; {1} = Error message; {2} = filename; {3} = function name","Could not load NPY file. \n\t Error {0}: {1} \n\t File = {2} \n\t Function = {3}","",""
"00-008-00019","ERROR","Means that defined format was incorrect","{0} = filename; {1} = format given; {2} = list of valid formats; {3} = function name","Error reading file, format was incorrect (fmt='{1}'). \n\t File = {0} \n\t Valid formats = {2} \n\t Function = {3}","",""
"00-008-00020","ERROR","Means that we could not save text file","{0} = filename; {1} = Error type; {2} = Error message; {3} = function name","Could not save text file: {0} \n\t Error {1}: {2} \n\t Function = {3}","",""
"00-008-00021","ERROR","Means that file copy to database dir failed","{0} = database name; {1} = filename; {2} = function name","Could not copy file to {0} database. \n\t File = {1} \n\t Function = {2}","",""
"","","","","","",""
"00-009-00000","ERROR","Dev Error: Indexing Error","None","","",""
"00-009-00001","ERROR","Means that we couldn't open index file with astropy.Table","{0} = index file name; {1} = Error name; {2} = Error message","Error opening index file: '{0}' \n\t Error was {1}: {2}","",""
"","","","","","",""
"00-010-00000","ERROR","Dev Error: Preprocessing","None","","",""
"00-010-00001","ERROR","Means that we could not file a file for file set","{0} = drs file; {1} = filename; {2} = header values; {3} = function name","Generic Drs File '{0}' has no associated files \n\t filename = {1} \n{2} \n\t function = {3}","",""
"00-010-00002","ERROR","Means that full flat file is missing from data dir","{0} = full flat name; {1} = full flat search location (data dir)","Full flat ({0}) not found in directory {1}. Please correct.","",""
"00-010-00003","ERROR","Means that the output file was not found in pp fileset","{0} = drs file name","Could not find pp file with name '{0}'. ","",""
"00-010-00004","ERROR","Means that tapas file was not found","{0} = tapas file name; {1} = tapas search location (data dir)","Tapas file ({0}) not found in directory {1}. Please correct.","",""
"00-010-00005","ERROR","Means that the gaia look up table was not found","{0} = obj list file name; {1} = gaia look up table search directory","Gaia lookup table ({0}) not found in directory {1}. Please correct","",""
"00-010-00006","ERROR","Means that infile was not found in out fileset","{0} = in filename; {1} = fileset; {2} = function","Could not find file = {0} in fileset. Allowed names are: \n\t {0} \n\n\t Function = {2}","",""
"00-010-00007","ERROR","Means that drs file set hase no associated files","{0} = drs file set; {1} = function name","Generic Drs File '{0}' has no associated files \n\t function = {1}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-011-00000","ERROR","Dev Error: Dark","None","","",""
"00-011-00001","ERROR","Means that no valid dark or sky was found (and either allowed to be used)","{0} = database name; {1} = 00-011-0004 or empty; {2} = function name","No valid DARK/SKYDARK in {0} database {1} \n\t function = {2}","",""
"00-011-00002","ERROR","Means that no valid dark was found (and skydark was not allowed to be used)","{0} = database name; {1} = 00-011-0004 or empty; {2} = function name","No valid DARK in {0} database {1} \n\t function = {2}","",""
"00-011-00003","ERROR","Means that no valid skydark was found (and dark was not allowed to be used)","{0} = database name; {1} = 00-011-0004 or empty; {2} = function name","No valid SKYDARK in {0} database {1} \n\t function = {2}","",""
"00-011-00004","ERROR","Means that database get mode was 'older' ","{0} = human readable time","(with time <= {0})","",""
"","","","","","",""
"","","","","","",""
"00-012-00000","ERROR","Dev Error: Bad pixel","None","","",""
"00-012-00001","ERROR","Reports that full engineering flat for badpix was not found","{0} = filename; {1} = directory name; {2} = function name","Badpix engineering full flat not found \n\t filename = {0} \n\t directory = {1} \n\t function = {2}","",""
"00-012-00002","ERROR","Reports that header was not set in badpix correction","{0} = function name","Header must be set. \n\t Function = {0}","",""
"00-012-00003","ERROR","Reports that image was not set in badpix correction","{0} = function name","Image must be set. \n\t Function = {0}","",""
"00-012-00004","ERROR","","","","",""
"","","","","","",""
"00-013-00000","ERROR","Dev Error: Localisation","None","","",""
"00-013-00001","ERROR","Means that DPRTYPE was not correct type and thus fiber type could not be found","{0} = DPRTYPE; {1} = recipe name; {2} = allowed dprtypes; {3} = filename","File DPRTYPE={0} was not valid for recipe {1}, thus fiber not assigned. \n\t Allowed DPRTYPES are: {2} \n\t filename = {3}","",""
"00-013-00002","ERROR","Means that 'kind' was wrong must be 'center' of 'fwhm' for initial fit","{0} = kind; {1} = function name","Kind = '{0}' must be either 'center' or 'fwhm' \n\t function = {1}","",""
"00-013-00003","ERROR","Means that 'kind' was wrong must be 'center' of 'fwhm' for sigma clip","{0} = kind; {1} = function name","Kind = '{0}' must be either 'center' or 'fwhm' \n\t function = {1}","",""
"00-013-00004","ERROR","Means that header list and data list were different lengths in write function","{0} = filename; {1} = length of data list; {2} = length of header list; {3} = function name","Length of header={2} not consistent with length of data={1}\n\tFile={0}\n\tfunction={3}","",""
"00-013-00005","ERROR","Means that datatype list and data list were different lengths in write function","{0} = filename; {1} = length of data list; {2} = length of datatype list; {3} = function name","Length of datatype={2} not consistent with length of data={1}\n\tFile={0}\n\tfunction={3}","",""
"00-013-00006","ERROR","Means that dtype list and data list were different lengths in write function","{0} = filename; {1} = length of data list; {2} = length of dtype list; {3} = function name","Length of dtype={2} not consistent with length of data={1}\n\tFile={0}\n\tfunction={3}","",""
