"ARGUMENTS","ENG","FR","KEYDESC","KEYNAME","KIND"
"{0} = database name; {1} = raw_time; {2} = time format; {3} = time data type; {4} = error type; {5} = error message; {6} = function name","{0}: Cannot convert time='{1}' (format={2}, dtype={3}) to astropy time. \n\t Error {4}: {5} \n\t function = {6}","","Means that we could not convert 'raw_time' to an astropy time object","00-001-00029","ERROR"
"{0} = database name; {1} = kind value; {2} = valid kind values; {3} = function name","{0}: Invalid kind. Kind = {1}. \n\t Should be: {2} \n\t function = {3}","","Means that the 'kind' was not valid for _get_time() function","00-001-00030","ERROR"
"{0} = filename; {1} = filetype extension; {2} = function","Could not construct output filename. Filename = {0} does not have required extension ({1}). \n\t Function = {2}","","Means that extension was wrong when trying to get outfilename","00-001-00031","ERROR"
"{0} = drs file type; {1} = function","Must define keyword fiber for drs file = {0}. \n\t Function = {1} (or in definition of drs file instance)","","Means that fiber was not defined when trying to get outfilename","00-001-00032","ERROR"
"{0} = extension; {1} = function","npy file must have extension '.npy'. Current value = {0} \n\t function = {1}","","Means that .npy file did not have extension '.npy'","00-001-00033","ERROR"
"{0} = function name","'filename' or 'header' must be set. \n\t Function = {0}","","Means that 'filename' was None and header was None in 'load_calib_file'","00-001-00034","ERROR"
"{0} = function name","'filename' or 'key' must be set. \n\t Function = {0}","","Means that 'filename' was None and key was None in 'load_calib_file'","00-001-00035","ERROR"
"{0} = list of files tried; {1} = function name","Calibration file could not be found. \n\t Tried: {0} \n\t Function = {1}","","Means that we are in 'guess' mode but could not find the calib file","00-001-00036","ERROR"
"{0} = list of valid 'where' inputs; {1} = function name","where' was not valid. Must be {0}. \n\t Function = {1}","","Means that 'where' was not valid (must be 'calibration' or 'telluric' or 'guess')","00-001-00037","ERROR"
"{0} = list of valid 'kind' inputs; {1} = function name","kind' was not valid. Must be {0}. \n\t Function = {1}","","Means that 'kind' was not valid (must be 'image' or 'table')","00-001-00038","ERROR"
"{0} = database name; {1} = function name","Database {0}. 'hdict' or 'header' must be set. \n\t Function = {1}","","Means that 'header' and 'hdict' were both not provided for '_get_time'","00-001-00039","ERROR"
"{0} = function name","'recipe' or 'recipename' must be provided. \n\t Function = {0}","","Means that 'recipe' or 'recipename' were not provided","00-001-00040","ERROR"
"{0} = function name","Function {0} requires filename to be set in file definitions.","","Means that output_filenames set_file did not have filename set","00-001-00041","ERROR"
"{0} = math; {1} = available math; {2} = function name","Cannot combine. Mode='{0}' in invalid. \n\t Available modes = {1} \n\t Funcion = {2}","","Means that math defined for combine was not valid","00-001-00042","ERROR"
"{0} = recipe where error occurred; {1} = controller recipe (that called other recipe)","Internal error in recipe {0}. Controller recipe ({1}) cannot continue","","Means that there was an error inside loop function","00-001-00043","ERROR/WARNING 6"
"{0} = fmt; {1} = required formats; {2} = function name","Fmt='{0}' is incorrect \n\t Must be: {1} \n\t Function = {2}","","Means that fmt is incorrect in large_image_combine","00-001-00044","ERROR"
"{0} = ref file dimension 0; {1} = ref file dimension 1; {2} = test file number; {3} = tes file dimension 0; {4} = test file dimension 1; {5} = ref file name; {6} = test file name; {7} = function name","Files are not the same shape\n\tFile[0] = ({0}x{1}) \n\tFile[{2}] = ({3}x{4})\n\tFile[0]: {5}\n\tFile[{2}]: {6}\n\tFunction={7}","","Means that files are not the same shape in large_image_combine","00-001-00045","ERROR"
"{0} = module name; {1} = class name; {2} = function name","Module '{0}' is required to have class '{1}' \n\t Function = {2}","","Means that module does not have class","00-001-00046","ERROR"
"{0} = module; {1} = module path; {2} = function name","Dev Error: Const mod path '{0}' does not exist. \n\t Path = {1} \n\t Function = {2}","","Means that Const mod path does not exist","00-001-00047","ERROR"
"{0} = function name","DevError: No config directories found. \n\t Function = {0}","","Means that no config directorys found","00-001-00048","ERROR"
"{0} = found modules; {1} = required modules; {2} = function name","DevError: Const mod scripts missing. \n\t Found = {0} \n\t Required = {1} \n\t Function = {2}","","Means that const mod script is missing entries","00-001-00049","ERROR"
"{0} = type of 'params'; {1} = value or params (truncated); {2} = function name","'params' must be None or ParamDict (type={0}) = {1} \n\t Function = {2}","","Means that display function params is not None or Paramdict","00-001-00050","ERROR"
"{0} = function name","Either 'header' or 'infile' (DrsFitsFile) must be set to get mid observation time. \n\t Function = {0}","","Means that header and infile were not set in get_mid_obs_time","00-001-00051","ERROR"
"{0} = key name","Fiber Constant Error. Instrument requires key = {0}","","Means that we are missing key from constants","00-001-00052","ERROR"
"{0} = pos value; {1} = function name","DrsOutFile Error: pos must be an integer (value = {0) \n\t Function = {1}","","Means that pos was not an int when adding extension to DrsOutFile","00-001-00053","ERROR"
"{0} = stats","No good calibrations: \n{0}","","Means that no files were left after combine metric applied","00-001-00054","ERROR"
"{0} = input parameter; {1} = length of input list; {2} = length of names list; {3} = function name","Input list {0} was wrong length (length = {1} required = {2}) \n\t Function = {3}","","Means that snapshot table parameter was wrong length","00-001-00055","ERROR"
"{0} = input parameter; {1} = function name","Input {0} must be a list \n\t Function = {1}","","Means that snapshot table parameter was not a list","00-001-00056","ERROR"
"{0} = function name","Filename is neither set in the class definition or given as an argument. Function = {0}","","Means that filename was not set in id_drs_file","00-001-00057","ERROR"
"{0} = header key; {1} = filename; {2} = function name","Required header key '{0}' not found (file={1}) \n\t Function: {2}","","Means required header key was not found","00-001-00058","ERROR"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"None","Dev Error: Class Input Error","","Dev Error: Database Errors","00-002-00000","ERROR"
"{0} = database name; {1} = valid database names; {2} = function name","Database name '{0}' invalid. Must be '{1}' \n\t function = {2}","","Means that database name was not found","00-002-00001","ERROR"
"{0} = column name; {1} = database name; {2} = column names; {3} = function name","'key_col'={0} was not found in colnames for {1} database. \n\t columns are: {2} \n\t function = {3}","","Means that database key_col was not found in database colnames","00-002-00002","ERROR"
"{0} = column name; {1} = database name; {2} = column names; {3} = function name","'time_col'={0} was not found in colnames for {1} database. \n\t columns are: {2} \n\t function = {3}","","Means that database time_col was not found in database colnames","00-002-00003","ERROR"
"{0} = column name; {1} = database name; {2} = column names; {3} = function name","'file_col'={0} was not found in colnames for {1} database. \n\t columns are: {2} \n\t function = {3}","","Means that database file_col was not found in database colnames","00-002-00004","ERROR"
"{0} = database name; {1} = line number; {2} = line entry; {3} = expected col names; {4} = database file; {5} =  function name","Incorrect line in {0} database. \n\t Line {1}: '{2}' \n\t Should have values: {3}\n\t file = {4}  \n\t function = {5}","","Means that a line in database does not have the correct number of items","00-002-00005","ERROR"
"{0} = database name; {1} = database key; {2} = time; {3} = database filename; {4} = function name","No entries found in {0} database for key='{1} \n\t Keys must be older than: {2} \n\t  file = {3}  \n\t function = {4}","","Means that we have no entries for this key","00-002-00006","ERROR"
"{0} = database name; {1} = line number; {2} = line entry; {3} = error type; {4} = error message; {5} = database filename; {6} = function name","Cannot convert time in {0} database to astropy.time object. \n\t Line {1}: {2} \n\t Error {3}: {4} \n\t file = {5} \n\t function = {6} ","","Means that we cannot convert unix time to astropy time object","00-002-00007","ERROR"
"{0} = mode value; {1} = database name; {2} = function name","mode' set to '{0}' for {1} database, must provide 'use_time'. \n\t function = {2}","","Means that mode was set but no time was given","00-002-00008","ERROR"
"{0} = database name; {1} = database key; {2} = date requested; {3} database filename; {4} = function name","No entries found in {0} database for key='{1}' older than {2} (mode = 'older'). \n\t filename = {3} \n\t function = {4}","","Means that there were no files older than 'usetime'","00-002-00009","ERROR"
"{0} = drs fits filename; {1} = valid database names; {2} = function name","Database name not set for DrsFitsFile='{0}'  \n\t Must be {1} \n\t function = {2}","","Means that drs file does not have database name set","00-002-00010","ERROR"
"{0} = drs fits filename; {1} = current database value; {2} = valid database names; {3} = function name","Database name invalid for DrsFitsFile='{0}' (value='{1}') \n\t Must be {2} \n\t function = {3}","","Means that drs file does not have valid database name","00-002-00011","ERROR"
"{0} = drs fits filename; {1} = function name","Database key not set for DrsFitsFile='{0}'  \n\t function = {1}","","Means that drs file does not have database key set","00-002-00012","ERROR"
"{0} = n_entries value; {1} = n_entries type; {2} = function name","n_entries' must be an integer or string ('all') \n\t n_entries = {0} (type={1}) \n\t function = {2}","","Means that 'n_entries' was invalid","00-002-00013","ERROR"
"{0} = database name; {1} = inpath; {2} = outpath; {3} = error type; {4} = error message; {5} = function name","Database {0}. Error copying from {1} to {2} \n\t Error {3}: {4} \n\t Function = {5}","","Means that there was an IO error copying database file","00-002-00014","ERROR"
"{0} = database name; {1} = database key; {2} = available keys; {3} = database filename; {4} = function name","No entries found in {0} database for key='{1} \n\t Available keys: {2} \n\t  file = {3}  \n\t function = {4}","","Means that we have no entries for this key","00-002-00015","ERROR"
"{0} = directory name; {1} = database name; {2} = error type; {3} = error message; {4} = function name","Directory {0} invalid for database: {1} \n\t Error {2}: {3} \n\t Function = {4}","","Means DatabaseManager could not set path dirname is bad","00-002-00016","ERROR"
"{0} = directory name; {1} = database name; {2} = function name","Directory {0} does not exist (database = {1}) \n\t Function = {2}","","Means that DatabaseManager dirname does not exist","00-002-00017","ERROR"
"{0} = database abspath; {1} = database name; {2} = function name","Database path {0} does not exist (database = {1}) \n\t Function = {2}","","Means that DatabaseManager abs path for database does not exist","00-002-00018","ERROR"
"{0} = drsfile name; {1} = dbname from drsfile; {2} = dbname from manager; {3} = drsfile filename; {4} = function name","Cannot add {0} to {1} database. Must be added to {2} database. \n\t Filename = {3} \n\t Function = {4}","","Means that DatabaseManager and drsfile are not compatible","00-002-00019","ERROR"
"{0} = database name; {1} = source of filename call; {2} = function name","Database {0} - file was defined in {1} but path does not exist. \n\t Function = {2}","","Means that DatabaseManager could not get file from inputs (but they were defined)","00-002-00020","ERROR"
